,location_id,location_name,year_id,estimate_type,indicator_id,indicator_short,ihme_indicator_description,indicator_outline,indicator_unit,target_description,goal_description,scaled_value,scaled_lower,scaled_upper
275178,98,Chile,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,79.2,74.8,82.1
275219,99,Uruguay,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,81.5,77.8,84.0
275260,101,Canada,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,82.2,76.3,86.9
275301,102,United States,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,92.4,88.5,95.3
275342,105,Antigua and Barbuda,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,62.3,59.0,65.0
275383,106,The Bahamas,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,81.4,75.8,86.3
275424,107,Barbados,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,73.1,67.8,77.0
275465,108,Belize,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,63.8,58.8,68.6
275506,109,Cuba,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,68.2,65.9,69.9
275547,110,Dominica,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,59.8,54.7,63.5
275588,111,Dominican Republic,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,53.4,46.7,59.3
275629,112,Grenada,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,57.9,53.4,61.7
275670,113,Guyana,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,95.8,92.3,98.5
275711,114,Haiti,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,45.8,38.2,53.1
275752,115,Jamaica,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,77.4,75.6,79.1
275793,116,Saint Lucia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,57.8,53.6,61.4
275834,117,Saint Vincent and the Grenadines,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,65.8,62.5,68.1
275875,118,Suriname,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,57.8,51.5,63.5
275916,119,Trinidad and Tobago,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,48.2,40.8,54.6
275957,121,Bolivia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,78.4,73.6,82.3
275998,122,Ecuador,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,76.2,67.2,83.1
276039,123,Peru,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,73.4,66.3,79.4
276080,125,Colombia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,89.3,83.3,93.6
276121,126,Costa Rica,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,86.9,86.4,87.3
276162,127,El Salvador,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,94.9,90.1,98.1
276203,128,Guatemala,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,76.6,67.9,83.9
276244,129,Honduras,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,79.9,75.7,83.0
276285,130,Mexico,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,84.0,77.1,89.8
276326,131,Nicaragua,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,100.0,100.0,100.0
276367,132,Panama,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,85.0,78.1,90.8
276408,133,Venezuela,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,58.8,51.1,65.7
276449,135,Brazil,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,93.9,91.7,95.7
276490,136,Paraguay,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,95.7,93.2,97.7
276531,139,Algeria,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,82.6,78.9,85.0
276572,140,Bahrain,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,100.0,99.8,100.0
276613,141,Egypt,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,69.4,67.2,70.9
276654,142,Iran,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,72.1,71.2,72.6
276695,143,Iraq,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,59.4,50.2,66.6
276736,144,Jordan,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,84.5,81.9,86.1
276777,145,Kuwait,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,86.9,85.5,87.6
276818,146,Lebanon,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,75.3,70.5,79.1
276859,147,Libya,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,88.0,80.9,93.2
276900,148,Morocco,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,95.3,91.0,98.2
276941,149,Palestine,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,97.7,95.7,99.3
276982,150,Oman,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,87.0,85.6,87.6
277023,151,Qatar,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,97.1,93.5,99.6
277064,152,Saudi Arabia,2017,past,1061,Vaccine Cov,Indicator 3.b.1: Coverage of eight vaccines in target populations (%),3.b.1,Scaled/Normalized value ranging from 0-100,"Target 3.b: Support the research and development of vaccines and medicines for the communicable and non-communicable diseases that primarily affect developing countries, provide access to affordable essential medicines and vaccines, in accordance with the Doha Declaration on the TRIPS Agreement and Public Health, which affirms the right of developing countries to use to the full the provisions in the Agreement on Trade-Related Aspects of Intellectual Property Rights regarding flexibilities to protect public health, and, in particular, provide access to medicines for all.",Ensure healthy lives and promote well-being for all at all ages.,99.6,97.1,100.0
